### Level $000 ###
00: $82 - Bonus game sprite (0x0050, 0x0070)
29: $C0 - Sinking gray platform on lava (0x0F50, 0x0180)
30: $48 - Diggin' Chuck's rock (0x0FA0, 0x0140)
31: $46 - Diggin' Chuck (0x0FC0, 0x0140)
32: $0B - Red Koopa Troopa flying horizontally (0x10F0, 0x0140)
33: $C0 - Sinking gray platform on lava (0x1110, 0x0180)
34: $C0 - Sinking gray platform on lava (0x1190, 0x0180)
35: $48 - Diggin' Chuck's rock (0x11A0, 0x00F0)
36: $46 - Diggin' Chuck (0x11C0, 0x00F0)
37: $C0 - Sinking gray platform on lava (0x11E0, 0x0180)
38: $2F - Portable springboard (0x1210, 0x0160)
39: $48 - Diggin' Chuck's rock (0x1250, 0x0100)
40: $46 - Diggin' Chuck (0x1290, 0x00E0)
41: $C0 - Sinking gray platform on lava (0x12A0, 0x0180)
42: $C0 - Sinking gray platform on lava (0x12D0, 0x0180)
43: $80 - Key (0x1350, 0x0170)
44: $0E - Keyhole (0x1360, 0x0140)
45: $7B - Goal tape (0x13E0, 0x0170)

### Level $110 ###
00: $B1 - Creating/eating block (0x00B0, 0x0180)
01: $B1 - Creating/eating block (0x0140, 0x0180)
02: $9E - Ball 'n' Chain (0x01F0, 0x0120)
03: $9E - Ball 'n' Chain (0x0250, 0x00B0)
04: $9E - Ball 'n' Chain (0x02B0, 0x0120)
05: $9E - Ball 'n' Chain (0x0310, 0x00B0)
06: $9E - Ball 'n' Chain (0x0370, 0x0120)
07: $9E - Ball 'n' Chain (0x03D0, 0x00B0)
08: $9E - Ball 'n' Chain (0x0430, 0x0080)
09: $9E - Ball 'n' Chain (0x0450, 0x00E0)
10: $9E - Ball 'n' Chain (0x0480, 0x0150)
11: $9E - Ball 'n' Chain (0x0540, 0x0180)
12: $9E - Ball 'n' Chain (0x0550, 0x0070)
13: $9E - Ball 'n' Chain (0x0620, 0x0080)
14: $74 - Mushroom (0x0760, 0x0170)

### Level $111 ###
00: $E9 - Layer 2 Smash (0x0080, 0x0400)
01: $B2 - Falling spike (0x0400, 0x0110)
02: $30 - Dry Bones that throws bones (0x0450, 0x0170)
03: $31 - Bony Beetle (0x04E0, 0x0170)
04: $B2 - Falling spike (0x04E0, 0x0110)
05: $30 - Dry Bones that throws bones (0x0520, 0x0170)
06: $B2 - Falling spike (0x0520, 0x0110)
07: $33 - Podoboo/vertical fireball (0x0900, 0x0100)
08: $32 - Dry Bones that stays on ledges (0x0960, 0x0130)
09: $33 - Podoboo/vertical fireball (0x0990, 0x00E0)
10: $32 - Dry Bones that stays on ledges (0x09F0, 0x0110)
11: $33 - Podoboo/vertical fireball (0x0A20, 0x00E0)
12: $33 - Podoboo/vertical fireball (0x0A40, 0x00E0)
13: $31 - Bony Beetle (0x0A90, 0x0150)
14: $33 - Podoboo/vertical fireball (0x0AC0, 0x00F0)
15: $33 - Podoboo/vertical fireball (0x0C00, 0x00F0)
16: $33 - Podoboo/vertical fireball (0x0D80, 0x00F0)

### Level $112 ###

### Level $113 ###
00: $09 - Green Koopa Troopa bouncing (0x00C0, 0x0160)
01: $09 - Green Koopa Troopa bouncing (0x00D0, 0x0170)
02: $09 - Green Koopa Troopa bouncing (0x00E0, 0x0160)
03: $BA - Timed Lift (0x0170, 0x0130)
04: $09 - Green Koopa Troopa bouncing (0x01C0, 0x0170)
05: $BA - Timed Lift (0x01F0, 0x0130)
06: $09 - Green Koopa Troopa bouncing (0x0260, 0x0170)
07: $BA - Timed Lift (0x02B0, 0x0140)
08: $0A - Red Koopa Troopa flying vertically (0x0310, 0x0160)
09: $BA - Timed Lift (0x0330, 0x0170)
10: $BA - Timed Lift (0x0360, 0x0120)
11: $BA - Timed Lift (0x0390, 0x0160)
12: $0A - Red Koopa Troopa flying vertically (0x03C0, 0x0170)
13: $BA - Timed Lift (0x0410, 0x0170)
14: $0B - Red Koopa Troopa flying horizontally (0x0460, 0x0100)
15: $BA - Timed Lift (0x0470, 0x0110)
16: $BA - Timed Lift (0x0490, 0x0160)
17: $0A - Red Koopa Troopa flying vertically (0x04B0, 0x0130)
18: $BA - Timed Lift (0x04F0, 0x0170)
19: $BA - Timed Lift (0x0500, 0x0130)
20: $0A - Red Koopa Troopa flying vertically (0x0540, 0x0150)
21: $BA - Timed Lift (0x0570, 0x0170)
22: $BA - Timed Lift (0x05D0, 0x0150)
23: $BA - Timed Lift (0x0630, 0x00F0)
24: $BA - Timed Lift (0x0660, 0x0170)
25: $BA - Timed Lift (0x0690, 0x00E0)
26: $05 - Red Koopa Troopa (0x06C0, 0x0140)
27: $BA - Timed Lift (0x0710, 0x0140)
28: $0A - Red Koopa Troopa flying vertically (0x0750, 0x0140)
29: $BA - Timed Lift (0x0770, 0x0110)
30: $BA - Timed Lift (0x07D0, 0x0160)
31: $2F - Portable springboard (0x0860, 0x0170)
32: $09 - Green Koopa Troopa bouncing (0x09A0, 0x0150)
33: $09 - Green Koopa Troopa bouncing (0x09C0, 0x0170)
34: $09 - Green Koopa Troopa bouncing (0x0A10, 0x0170)
35: $09 - Green Koopa Troopa bouncing (0x0A30, 0x0150)
36: $B8 - Carrot Top Lift, upper left (0x0AD0, 0x0130)
37: $0A - Red Koopa Troopa flying vertically (0x0B00, 0x0150)
38: $BA - Timed Lift (0x0B20, 0x0160)
39: $BA - Timed Lift (0x0BD0, 0x0130)
40: $BA - Timed Lift (0x0C30, 0x0120)
41: $BA - Timed Lift (0x0CB0, 0x0110)
42: $BA - Timed Lift (0x0CB0, 0x0160)
43: $0A - Red Koopa Troopa flying vertically (0x0CE0, 0x0120)
44: $BA - Timed Lift (0x0D00, 0x0100)
45: $BA - Timed Lift (0x0D30, 0x0160)
46: $B7 - Carrot Top Lift, upper right (0x0D60, 0x00D0)
47: $BA - Timed Lift (0x0DA0, 0x0160)
48: $9F - Banzai Bill (0x0DE0, 0x0140)
49: $BA - Timed Lift (0x0E10, 0x0120)
50: $0A - Red Koopa Troopa flying vertically (0x0EE0, 0x0140)
51: $BA - Timed Lift (0x0E90, 0x0130)
52: $BA - Timed Lift (0x0F10, 0x0140)
53: $BA - Timed Lift (0x0FA0, 0x0140)
54: $9F - Banzai Bill (0x0FB0, 0x0100)
55: $BA - Timed Lift (0x10B0, 0x0170)
56: $BA - Timed Lift (0x1110, 0x0120)
57: $9F - Banzai Bill (0x1120, 0x0130)
58: $BA - Timed Lift (0x1120, 0x0170)
59: $78 - 1-Up mushroom (0x11C0, 0x00F0)
60: $7B - Goal tape (0x12E0, 0x0170)

### Level $114 ###
00: $90 - Large green gas bubble (0x0150, 0x0120)
01: $90 - Large green gas bubble (0x01D0, 0x0130)
02: $90 - Large green gas bubble (0x0280, 0x0130)
03: $90 - Large green gas bubble (0x0340, 0x0120)

### Level $115 ###
00: $EA - Layer 2 scrolling command (0x0080, 0x0800)
01: $BE - Swooper (0x0130, 0x0070)
02: $BE - Swooper (0x01B0, 0x0070)
03: $04 - Green Koopa Troopa (0x0220, 0x00F0)
04: $BE - Swooper (0x0240, 0x0070)
05: $04 - Green Koopa Troopa (0x0330, 0x0160)
06: $BE - Swooper (0x0340, 0x0070)
07: $DD - Yellow Koopa shell (0x03A0, 0x00F0)
08: $03 - Yellow Koopa Troopa without shell (0x03C0, 0x00F0)
09: $BE - Swooper (0x0460, 0x0070)
10: $04 - Green Koopa Troopa (0x0500, 0x00F0)
11: $BE - Swooper (0x0530, 0x0070)
12: $BE - Swooper (0x0620, 0x0070)
13: $04 - Green Koopa Troopa (0x0620, 0x0100)
14: $BE - Swooper (0x0660, 0x0070)
15: $04 - Green Koopa Troopa (0x06A0, 0x0170)
16: $BE - Swooper (0x0700, 0x0070)
17: $EA - Layer 2 scrolling command (0x0780, 0x0800)

### Level $116 ###
00: $BF - Mega Mole (0x0110, 0x0160)
01: $91 - Chargin' Chuck (0x01A0, 0x0100)
02: $BF - Mega Mole (0x0350, 0x00E0)
03: $91 - Chargin' Chuck (0x03A0, 0x0170)
04: $BF - Mega Mole (0x0410, 0x0120)
05: $BF - Mega Mole (0x0410, 0x0070)
06: $BF - Mega Mole (0x0530, 0x0060)
07: $BF - Mega Mole (0x0570, 0x00B0)
08: $BF - Mega Mole (0x05A0, 0x0110)
09: $91 - Chargin' Chuck (0x06A0, 0x0130)
10: $91 - Chargin' Chuck (0x06E0, 0x0150)
11: $91 - Chargin' Chuck (0x0730, 0x0170)
12: $BF - Mega Mole (0x07A0, 0x0090)
13: $BF - Mega Mole (0x0800, 0x00F0)
14: $BF - Mega Mole (0x0860, 0x0160)
15: $BF - Mega Mole (0x0990, 0x0030)
16: $BF - Mega Mole (0x09B0, 0x0160)
17: $91 - Chargin' Chuck (0x0A50, 0x0170)
18: $BF - Mega Mole (0x0A70, 0x0040)
19: $BF - Mega Mole (0x0A90, 0x00F0)
20: $BF - Mega Mole (0x0B50, 0x00F0)
21: $BF - Mega Mole (0x0D00, 0x0170)
22: $91 - Chargin' Chuck (0x0D60, 0x0050)
23: $BF - Mega Mole (0x0DB0, 0x00A0)
24: $91 - Chargin' Chuck (0x0E90, 0x00D0)
25: $91 - Chargin' Chuck (0x0EE0, 0x00F0)
26: $BF - Mega Mole (0x0FD0, 0x0150)
27: $BF - Mega Mole (0x1010, 0x00A0)
28: $91 - Chargin' Chuck (0x1050, 0x0160)
29: $91 - Chargin' Chuck (0x1100, 0x0090)
30: $91 - Chargin' Chuck (0x1140, 0x00B0)
31: $BF - Mega Mole (0x1150, 0x00E0)

### Level $117 ###
00: $A8 - Blargg (0x0080, 0x0190)
01: $2F - Portable springboard (0x0080, 0x0170)
02: $11 - Buzzy Beetle (0x01C0, 0x0140)
03: $11 - Buzzy Beetle (0x0250, 0x0120)
04: $97 - Puntin' Chuck (0x0330, 0x0110)
05: $11 - Buzzy Beetle (0x0350, 0x0170)
06: $11 - Buzzy Beetle (0x0380, 0x0170)
07: $97 - Puntin' Chuck (0x03C0, 0x00F0)
08: $97 - Puntin' Chuck (0x0530, 0x0100)
09: $97 - Puntin' Chuck (0x0650, 0x0150)
10: $97 - Puntin' Chuck (0x0710, 0x0140)

### Level $118 ###
00: $15 - Cheep Cheep swimming horizontally (0x0180, 0x0140)
01: $11 - Buzzy Beetle (0x0220, 0x00F0)
02: $16 - Cheep Cheep swimming vertically (0x02C0, 0x0170)
03: $15 - Cheep Cheep swimming horizontally (0x03C0, 0x0140)
04: $16 - Cheep Cheep swimming vertically (0x0440, 0x0180)
05: $11 - Buzzy Beetle (0x0490, 0x0080)
06: $80 - Key (0x04A0, 0x0100)
07: $15 - Cheep Cheep swimming horizontally (0x04F0, 0x0180)
08: $11 - Buzzy Beetle (0x0520, 0x0030)
09: $15 - Cheep Cheep swimming horizontally (0x0520, 0x0160)
10: $0E - Keyhole (0x0550, 0x0180)
11: $15 - Cheep Cheep swimming horizontally (0x0550, 0x0140)
12: $11 - Buzzy Beetle (0x0560, 0x0090)
13: $16 - Cheep Cheep swimming vertically (0x05E0, 0x0180)
14: $15 - Cheep Cheep swimming horizontally (0x06C0, 0x0130)
15: $15 - Cheep Cheep swimming horizontally (0x06D0, 0x0170)
16: $16 - Cheep Cheep swimming vertically (0x0750, 0x0150)
17: $3E - P-switch (0x0780, 0x0060)
18: $16 - Cheep Cheep swimming vertically (0x0790, 0x0150)
19: $11 - Buzzy Beetle (0x07D0, 0x0060)
20: $11 - Buzzy Beetle (0x0850, 0x0070)
21: $15 - Cheep Cheep swimming horizontally (0x0850, 0x0130)
22: $15 - Cheep Cheep swimming horizontally (0x0890, 0x0150)
23: $15 - Cheep Cheep swimming horizontally (0x0920, 0x0170)
24: $15 - Cheep Cheep swimming horizontally (0x0990, 0x0150)
25: $91 - Chargin' Chuck (0x09B0, 0x0040)
26: $11 - Buzzy Beetle (0x0A10, 0x0060)
27: $91 - Chargin' Chuck (0x0A80, 0x00F0)
28: $91 - Chargin' Chuck (0x0AF0, 0x0050)
29: $81 - Changing item (0x0B30, 0x0040)
30: $11 - Buzzy Beetle (0x0BB0, 0x0060)
31: $11 - Buzzy Beetle (0x0C10, 0x0160)
32: $11 - Buzzy Beetle (0x0C70, 0x0160)
33: $3E - P-switch (0x0C80, 0x00D0)
34: $11 - Buzzy Beetle (0x0DA0, 0x0170)
35: $91 - Chargin' Chuck (0x0D30, 0x0120)
36: $11 - Buzzy Beetle (0x0E10, 0x0170)
37: $11 - Buzzy Beetle (0x0E70, 0x0110)
38: $BE - Swooper (0x0F50, 0x00E0)
39: $BE - Swooper (0x0FA0, 0x00E0)
40: $11 - Buzzy Beetle (0x0FB0, 0x0170)
41: $91 - Chargin' Chuck (0x0F70, 0x0130)
42: $BE - Swooper (0x0FC0, 0x00E0)
43: $BE - Swooper (0x1030, 0x00E0)
44: $BE - Swooper (0x1070, 0x00E0)
45: $BE - Swooper (0x10A0, 0x00E0)
46: $BE - Swooper (0x10E0, 0x00E0)
47: $BE - Swooper (0x1130, 0x00E0)
48: $92 - Splittin' Chuck (0x11B0, 0x0130)
49: $2E - Spike Top (0x1210, 0x0140)
50: $7B - Goal tape (0x12E0, 0x0170)

### Level $119 ###
00: $D5 - Bullet Bill generator (0x0110, 0x0000)
01: $6C - Wall springboard (right wall) (0x0150, 0x0140)
02: $05 - Red Koopa Troopa (0x01F0, 0x0110)
03: $6B - Wall springboard (left wall) (0x0240, 0x0170)
04: $0A - Red Koopa Troopa flying vertically (0x0250, 0x0160)
05: $6C - Wall springboard (right wall) (0x0290, 0x0130)
06: $74 - Mushroom (0x0280, 0x0180)
07: $6B - Wall springboard (left wall) (0x04C0, 0x0180)
08: $6C - Wall springboard (right wall) (0x0510, 0x0180)
09: $6B - Wall springboard (left wall) (0x0530, 0x0180)
10: $08 - Green Koopa Troopa flying left (0x0540, 0x0150)
11: $6C - Wall springboard (right wall) (0x0590, 0x0180)
12: $6B - Wall springboard (left wall) (0x05B0, 0x0180)
13: $6C - Wall springboard (right wall) (0x0610, 0x0180)
14: $05 - Red Koopa Troopa (0x0740, 0x0170)
15: $6C - Wall springboard (right wall) (0x0780, 0x0140)
16: $0B - Red Koopa Troopa flying horizontally (0x08B0, 0x0100)
17: $6C - Wall springboard (right wall) (0x08C0, 0x0130)
18: $0B - Red Koopa Troopa flying horizontally (0x08B0, 0x0150)
19: $6C - Wall springboard (right wall) (0x08C0, 0x0170)
20: $D9 - Turn Off Generators (0x0940, 0x0000)
21: $0A - Red Koopa Troopa flying vertically (0x0990, 0x0120)
22: $D6 - Multidirectional Bullet Bill generator (0x0A40, 0x0000)
23: $4F - Jumping Piranha Plant (0x0A80, 0x0190)
24: $6C - Wall springboard (right wall) (0x0AC0, 0x0170)
25: $6B - Wall springboard (left wall) (0x0AE0, 0x0170)
26: $4F - Jumping Piranha Plant (0x0B10, 0x0180)
27: $6C - Wall springboard (right wall) (0x0B60, 0x0170)
28: $04 - Green Koopa Troopa (0x0C20, 0x00F0)
29: $6C - Wall springboard (right wall) (0x0C80, 0x0140)
30: $6C - Wall springboard (right wall) (0x0D80, 0x0140)
31: $6C - Wall springboard (right wall) (0x0D80, 0x0180)
32: $6B - Wall springboard (left wall) (0x0DA0, 0x0190)
33: $D9 - Turn Off Generators (0x0EA0, 0x0000)
34: $05 - Red Koopa Troopa (0x0F10, 0x0120)
35: $D6 - Multidirectional Bullet Bill generator (0x0F90, 0x0000)
36: $04 - Green Koopa Troopa (0x1030, 0x0130)
37: $6B - Wall springboard (left wall) (0x1090, 0x0150)
38: $D9 - Turn Off Generators (0x1140, 0x0000)
39: $6B - Wall springboard (left wall) (0x1140, 0x0180)
40: $0A - Red Koopa Troopa flying vertically (0x1170, 0x0160)
41: $6C - Wall springboard (right wall) (0x11B0, 0x0160)
42: $6B - Wall springboard (left wall) (0x11D0, 0x0180)
43: $0A - Red Koopa Troopa flying vertically (0x1210, 0x0150)
44: $6C - Wall springboard (right wall) (0x1250, 0x0150)
45: $6B - Wall springboard (left wall) (0x1270, 0x0140)
46: $7B - Goal tape (0x12E0, 0x0170)

### Level $11A ###
00: $2E - Spike Top (0x0130, 0x0170)
01: $BE - Swooper (0x0160, 0x00D0)
02: $BE - Swooper (0x01A0, 0x00D0)
03: $BE - Swooper (0x0230, 0x00D0)
04: $83 - Flying question block that flies left (0x0250, 0x0110)
05: $11 - Buzzy Beetle (0x0220, 0x0140)
06: $BE - Swooper (0x02A0, 0x00D0)
07: $BE - Swooper (0x02D0, 0x00D0)
08: $DB - Red Koopa shell (0x0390, 0x00D0)
09: $DC - Blue Koopa shell (0x0390, 0x0110)
10: $11 - Buzzy Beetle (0x03D0, 0x0170)
11: $11 - Buzzy Beetle (0x0450, 0x0170)
12: $11 - Buzzy Beetle (0x04A0, 0x0110)
13: $11 - Buzzy Beetle (0x04F0, 0x0170)
14: $11 - Buzzy Beetle (0x0500, 0x0110)
15: $C7 - Invisible mushroom (0x0510, 0x0170)
16: $11 - Buzzy Beetle (0x05A0, 0x0110)
17: $11 - Buzzy Beetle (0x06A0, 0x0170)
18: $0A - Red Koopa Troopa flying vertically (0x0750, 0x0180)
19: $80 - Key (0x0710, 0x0080)
20: $0E - Keyhole (0x0740, 0x0080)
21: $11 - Buzzy Beetle (0x1000, 0x0170)
22: $11 - Buzzy Beetle (0x10C0, 0x0170)
23: $11 - Buzzy Beetle (0x1150, 0x0170)
24: $2E - Spike Top (0x1240, 0x0130)
25: $2E - Spike Top (0x1260, 0x0130)
26: $2E - Spike Top (0x12D0, 0x0140)
27: $2E - Spike Top (0x12F0, 0x0140)
28: $2E - Spike Top (0x1310, 0x0140)
29: $11 - Buzzy Beetle (0x1330, 0x0100)
30: $11 - Buzzy Beetle (0x1490, 0x0140)
31: $4F - Jumping Piranha Plant (0x14D0, 0x0150)
32: $0A - Red Koopa Troopa flying vertically (0x1510, 0x0150)
33: $11 - Buzzy Beetle (0x15F0, 0x0170)
34: $11 - Buzzy Beetle (0x16A0, 0x00F0)
35: $DA - Green Koopa shell (0x1760, 0x0170)
36: $DC - Blue Koopa shell (0x1840, 0x0110)
37: $11 - Buzzy Beetle (0x1930, 0x0150)
38: $97 - Puntin' Chuck (0x19A0, 0x0170)
39: $7B - Goal tape (0x19E0, 0x0170)

### Level $11B ###
00: $3E - P-switch (0x0040, 0x0170)
01: $DD - Yellow Koopa shell (0x0080, 0x0170)
02: $03 - Yellow Koopa Troopa without shell (0x0090, 0x0170)
03: $04 - Green Koopa Troopa (0x00D0, 0x0170)
04: $05 - Red Koopa Troopa (0x0110, 0x0170)
05: $06 - Blue Koopa Troopa (0x0150, 0x0170)
06: $04 - Green Koopa Troopa (0x0190, 0x0170)
07: $05 - Red Koopa Troopa (0x01D0, 0x0170)
08: $06 - Blue Koopa Troopa (0x0210, 0x0170)
09: $04 - Green Koopa Troopa (0x0250, 0x0170)
10: $05 - Red Koopa Troopa (0x0290, 0x0170)

### Level $11C ###
00: $33 - Podoboo/vertical fireball (0x0140, 0x0130)
01: $1F - Magikoopa (0x0160, 0x0150)
02: $33 - Podoboo/vertical fireball (0x0200, 0x0130)
03: $33 - Podoboo/vertical fireball (0x02B0, 0x0130)
04: $5B - Floating brown platform (0x0480, 0x0180)
05: $5B - Floating brown platform (0x04D0, 0x0180)
06: $5B - Floating brown platform (0x0530, 0x0180)
07: $3E - P-switch (0x0540, 0x00E0)
08: $5B - Floating brown platform (0x0590, 0x0180)
09: $5B - Floating brown platform (0x0600, 0x0180)
10: $33 - Podoboo/vertical fireball (0x0760, 0x0110)
11: $33 - Podoboo/vertical fireball (0x0840, 0x00E0)
12: $33 - Podoboo/vertical fireball (0x08A0, 0x0120)
13: $33 - Podoboo/vertical fireball (0x08B0, 0x00E0)

### Level $11D ###
00: $28 - Big Boo (0x0110, 0x00E0)
01: $37 - Boo (0x0190, 0x0110)
02: $37 - Boo (0x01C0, 0x0180)
03: $38 - Eerie that moves straight (0x0250, 0x0140)
04: $28 - Big Boo (0x02B0, 0x0110)
05: $37 - Boo (0x0330, 0x0100)
06: $37 - Boo (0x03C0, 0x0180)
07: $37 - Boo (0x0420, 0x0120)
08: $37 - Boo (0x04A0, 0x0150)
09: $37 - Boo (0x04A0, 0x0140)
10: $37 - Boo (0x04A0, 0x0130)
11: $37 - Boo (0x04A0, 0x0120)
12: $37 - Boo (0x04A0, 0x0110)
13: $37 - Boo (0x0530, 0x0100)
14: $37 - Boo (0x0570, 0x0170)
15: $37 - Boo (0x0610, 0x0140)
16: $DE - Group of 5 wave-moving Eeries (0x0620, 0x00D0)
17: $39 - Eerie that moves in a wave (0x0800, 0x0140)
18: $39 - Eerie that moves in a wave (0x0850, 0x0120)
19: $39 - Eerie that moves in a wave (0x0850, 0x0130)
20: $39 - Eerie that moves in a wave (0x0850, 0x0140)
21: $39 - Eerie that moves in a wave (0x09B0, 0x0100)
22: $39 - Eerie that moves in a wave (0x0A00, 0x0110)
23: $39 - Eerie that moves in a wave (0x0A40, 0x0120)

### Level $11E ###
00: $86 - Wiggler (0x0100, 0x0180)
01: $05 - Red Koopa Troopa (0x01E0, 0x0180)
02: $05 - Red Koopa Troopa (0x0290, 0x0180)
03: $05 - Red Koopa Troopa (0x02E0, 0x0180)
04: $86 - Wiggler (0x03A0, 0x0160)
05: $0F - Goomba (0x03F0, 0x0160)
06: $0F - Goomba (0x0410, 0x0160)
07: $10 - Bouncing Goomba with wings (0x0450, 0x0160)
08: $86 - Wiggler (0x04F0, 0x0160)
09: $2F - Portable springboard (0x0500, 0x0160)
10: $86 - Wiggler (0x0610, 0x0180)
11: $86 - Wiggler (0x0760, 0x0160)
12: $86 - Wiggler (0x07C0, 0x0160)
13: $86 - Wiggler (0x0820, 0x0160)
14: $81 - Changing item (0x09F0, 0x0150)
15: $05 - Red Koopa Troopa (0x0A20, 0x0180)
16: $4C - Exploding block (0x0B20, 0x0120)
17: $4C - Exploding block (0x0B50, 0x0110)
18: $86 - Wiggler (0x0BA0, 0x0180)
19: $4C - Exploding block (0x0BD0, 0x0120)
20: $4C - Exploding block (0x0BF0, 0x0100)
21: $4C - Exploding block (0x0C10, 0x0120)
22: $86 - Wiggler (0x0C50, 0x0180)
23: $4C - Exploding block (0x0DB0, 0x00F0)
24: $86 - Wiggler (0x0DE0, 0x0110)
25: $0E - Keyhole (0x0DF0, 0x0180)
26: $4C - Exploding block (0x0E30, 0x00F0)
27: $0A - Red Koopa Troopa flying vertically (0x0E40, 0x01A0)
28: $86 - Wiggler (0x0E70, 0x0110)
29: $4C - Exploding block (0x0EF0, 0x00F0)
30: $86 - Wiggler (0x0F30, 0x0120)
31: $4C - Exploding block (0x0F70, 0x00F0)
32: $86 - Wiggler (0x10A0, 0x0180)
33: $86 - Wiggler (0x10F0, 0x0180)
34: $9C - Flying gray blocks for Hammer Brother (0x1180, 0x0100)
35: $9B - Amazing Flying Hammer Brother (0x1180, 0x0100)
36: $86 - Wiggler (0x11F0, 0x0180)
37: $7B - Goal tape (0x12E0, 0x0170)

### Level $11F ###
00: $1E - Lakitu (0x0110, 0x00D0)
01: $09 - Green Koopa Troopa bouncing (0x0120, 0x0170)
02: $DB - Red Koopa shell (0x0210, 0x0170)
03: $01 - Red Koopa Troopa without shell (0x0220, 0x0170)
04: $74 - Mushroom (0x0250, 0x00F0)
05: $4B - Pipe-dwelling Lakitu (0x0350, 0x0150)
06: $81 - Changing item (0x0460, 0x0140)
07: $4B - Pipe-dwelling Lakitu (0x0590, 0x0130)
08: $4B - Pipe-dwelling Lakitu (0x0680, 0x0140)
09: $4B - Pipe-dwelling Lakitu (0x0770, 0x0150)
10: $49 - Growing/shrinking pipe (0x07E0, 0x0150)
11: $4B - Pipe-dwelling Lakitu (0x08C0, 0x0140)
12: $D2 - Turn Off Generator 2 (0x0910, 0x0000)
13: $4B - Pipe-dwelling Lakitu (0x0A60, 0x0140)
14: $4B - Pipe-dwelling Lakitu (0x0BA0, 0x0120)
15: $3E - P-switch (0x0BA0, 0x0170)
16: $09 - Green Koopa Troopa bouncing (0x0CE0, 0x0100)
17: $1E - Lakitu (0x0DC0, 0x00D0)
18: $DC - Blue Koopa shell (0x0EA0, 0x0170)
19: $DB - Red Koopa shell (0x0F70, 0x0170)
20: $01 - Red Koopa Troopa without shell (0x0F80, 0x0170)
21: $4F - Jumping Piranha Plant (0x11B0, 0x0150)
22: $91 - Chargin' Chuck (0x1220, 0x0170)
23: $4F - Jumping Piranha Plant (0x1250, 0x0150)
24: $D2 - Turn Off Generator 2 (0x1260, 0x0000)
25: $7B - Goal tape (0x12E0, 0x0170)

### Level $120 ###
00: $C2 - Blurp (0x0100, 0x0130)
01: $3B - Urchin that moves between walls (0x0120, 0x00E0)
02: $C2 - Blurp (0x0150, 0x0100)
03: $C2 - Blurp (0x0170, 0x0130)
04: $3B - Urchin that moves between walls (0x0180, 0x0100)
05: $3A - Urchin that moves a fixed distance (0x01F0, 0x00A0)
06: $3A - Urchin that moves a fixed distance (0x0210, 0x0120)
07: $C2 - Blurp (0x0230, 0x0160)
08: $C2 - Blurp (0x0280, 0x0120)
09: $C2 - Blurp (0x0290, 0x0130)
10: $C2 - Blurp (0x0290, 0x0110)
11: $C2 - Blurp (0x02A0, 0x0100)
12: $C2 - Blurp (0x02A0, 0x0140)
13: $3B - Urchin that moves between walls (0x02A0, 0x0040)
14: $C2 - Blurp (0x02D0, 0x0090)
15: $3C - Urchin that follows walls (0x0340, 0x00E0)
16: $3C - Urchin that follows walls (0x0350, 0x0070)
17: $C2 - Blurp (0x0450, 0x0150)
18: $C2 - Blurp (0x0480, 0x0100)
19: $15 - Cheep Cheep swimming horizontally (0x04A0, 0x00F0)
20: $15 - Cheep Cheep swimming horizontally (0x04A0, 0x00B0)
21: $15 - Cheep Cheep swimming horizontally (0x04A0, 0x0070)
22: $C2 - Blurp (0x04D0, 0x00D0)
23: $3D - Rip Van Fish (0x04E0, 0x0160)
24: $3A - Urchin that moves a fixed distance (0x0530, 0x00C0)
25: $3A - Urchin that moves a fixed distance (0x0550, 0x0150)
26: $C2 - Blurp (0x0560, 0x0030)
27: $C2 - Blurp (0x0590, 0x0050)
28: $3B - Urchin that moves between walls (0x05C0, 0x0030)
29: $3B - Urchin that moves between walls (0x05E0, 0x0070)
30: $3D - Rip Van Fish (0x0640, 0x0050)
31: $3D - Rip Van Fish (0x0680, 0x0110)
32: $C2 - Blurp (0x06A0, 0x0160)
33: $3B - Urchin that moves between walls (0x06A0, 0x0080)
34: $3B - Urchin that moves between walls (0x06C0, 0x00C0)
35: $3D - Rip Van Fish (0x06E0, 0x0170)
36: $C2 - Blurp (0x0720, 0x0100)
37: $C2 - Blurp (0x0730, 0x0080)
38: $3C - Urchin that follows walls (0x0750, 0x0050)
39: $3C - Urchin that follows walls (0x0760, 0x00C0)
40: $3C - Urchin that follows walls (0x07C0, 0x0040)
41: $0E - Keyhole (0x0830, 0x0160)
42: $80 - Key (0x0860, 0x0180)
43: $3B - Urchin that moves between walls (0x0880, 0x0030)
44: $3B - Urchin that moves between walls (0x08E0, 0x0050)
45: $3D - Rip Van Fish (0x08F0, 0x0180)
46: $3B - Urchin that moves between walls (0x0960, 0x0030)
47: $3B - Urchin that moves between walls (0x0990, 0x00A0)
48: $3C - Urchin that follows walls (0x09C0, 0x00F0)
49: $3D - Rip Van Fish (0x0A00, 0x00C0)
50: $C2 - Blurp (0x0A40, 0x0110)
51: $3D - Rip Van Fish (0x0A50, 0x00B0)
52: $C2 - Blurp (0x0A80, 0x0160)
53: $3D - Rip Van Fish (0x0AA0, 0x00D0)
54: $3D - Rip Van Fish (0x0AF0, 0x00C0)
55: $3D - Rip Van Fish (0x0B30, 0x00B0)
56: $3D - Rip Van Fish (0x0B40, 0x0170)
57: $3D - Rip Van Fish (0x0B70, 0x00C0)
58: $94 - Whistlin' Chuck (0x0BA0, 0x0170)
